daynum,1team_seed,2team_seed,1team,wscore,2team,lscore,loc_lat,loc_long,1team_lat,1team_long,2team_lat,2team_long,1team_tempo,2team_tempo,1team_adj_tempo,2team_adj_tempo,1team_off_eff,2team_off_eff,1team_adj_off_eff,2team_adj_off_eff,1team_def_eff,2team_def_eff,1team_adj_def_eff,2team_adj_def_eff,1team_fg2pct,2team_fg2pct,1team_fg3pct,2team_fg3pct,1team_ftpct,2team_ftpct,1team_blockpct,2team_blockpct,1team_oppfg2pct,2team_oppfg2pct,1team_oppfg3pct,2team_oppfg3pct,1team_oppftpct,2team_oppftpct,1team_oppblockpct,2team_oppblockpct,1team_f3grate,2team_f3grate,1team_oppf3grate,2team_oppf3grate,1team_arate,2team_arate,1team_opparate,2team_opparate,1team_stlrate,2team_stlrate,1team_oppstlrate,2team_oppstlrate
136,2,15,725,81,680,62,38.5556,-121.4689,44.044515,-123.07398,46.861074,-113.98294,73.3053,70.0308,72.3868,70.0751,116.3415,101.9545,116.6486,100.4848,96.8665,105.0276,95.8647,104.8021,52.352,50.9,42.2096,34.8754,77.0784,67.6471,7.0243,9.935,46.4879,47.0752,34.3013,38.087,67.9767,68.0758,6.6009,8.9,34.8814,35.9795,26.0274,34.8063,57.085,59.4326,45.2563,60.4683,0.099,0.0755,0.0927,0.0923
136,13,4,816,93,818,89,38.5556,-121.4689,34.225223,-77.875527,34.021058,-118.283858,64.2049,71.6328,64.534,71.328,104.1599,107.3489,104.5005,110.6461,93.3916,95.4624,93.829,91.1034,46.4905,47.7411,37.3311,34.6552,68.855,69.242,9.0513,11.2281,45.3438,47.2807,32.0883,33.6842,67.2468,68.3688,8.6705,6.8105,32.8342,28.1144,33.8895,36.8421,57.7806,55.4455,54.7887,58.4535,0.128,0.1236,0.0931,0.0694
136,7,10,839,83,730,74,38.5556,-121.4689,36.135301,-80.279004,34.041912,-118.707677,73.2075,74.1445,71.5241,74.1163,110.6312,107.0549,115.7479,108.5752,103.9414,99.0433,100.3366,96.7807,52.8839,49.5746,36.6412,36.4516,73.8192,71.4729,9.9499,12.603,49.32,43.7397,34.4307,36.7893,68.7764,72.1704,6.5323,5.7231,31.2798,32.4098,34.2897,33.0022,55.2448,48.4429,53.2979,57.3901,0.0879,0.0933,0.1039,0.0752
136,1,16,636,70,616,59,38.6272,-90.1978,38.957351,-95.24587,41.699982,-86.253668,79.0371,64.2138,79.1217,63.7588,114.5438,98.0754,115.0406,96.6995,94.4261,92.2897,90.5399,96.6499,52.5627,42.9583,41.0959,33.79,71.9128,69.153,12.2449,9.3551,41.8677,43.6876,36.4754,38.3895,68.1621,65.604,9.1058,9.6774,21.791,25.629,31.1622,32.6606,61.3288,63.1124,52.5424,64.4315,0.1159,0.1217,0.1094,0.1047
136,4,13,640,83,826,68,38.6272,-90.1978,38.028081,-84.510698,41.463176,-87.045853,70.2659,69.9092,69.3445,70.2168,105.2773,110.5689,109.8256,109.2741,94.9881,94.0668,91.1143,96.7884,50.9105,51.0804,31.5089,35.0133,67.6948,67.3973,12.3344,10.741,45.1159,45.2956,33.6538,35.5155,67.9117,65.8163,7.8385,6.3094,34.8633,39.4558,34.0611,33.7196,51.1682,63.9766,52.8477,66.8857,0.1055,0.1415,0.0987,0.0957
136,8,9,783,84,835,68,38.6272,-90.1978,37.431746,-122.182212,36.985718,-86.455898,71.4355,69.0281,71.2398,69.0067,112.5213,109.1221,113.9578,107.4561,99.801,92.5488,96.3122,94.335,50.6173,50.8026,34.0461,38.5965,69.9877,69.1928,10.1961,8.3048,45.098,46.3185,35.0746,32.8657,69.4486,66.3283,6.5844,8.2153,33.3516,39.2427,29.5969,29.934,58.3942,56.4838,51.114,45.8156,0.0701,0.0995,0.0986,0.091
136,12,5,802,71,660,69,38.6272,-90.1978,36.151887,-95.945175,43.038765,-87.928122,71.3555,67.3809,71.285,66.3464,112.0819,108.5643,111.68,110.5513,96.5354,90.0151,98.0707,90.5247,51.0526,50.3971,40.2262,37.9386,75.389,69.1667,11.2177,10.0983,46.3469,44.7721,34.8276,32.0814,68.0251,65.3716,9.0226,7.4368,31.7599,24.7691,29.9742,36.3481,60.5603,52.8129,51.9277,59.4901,0.1094,0.1259,0.0945,0.0925
137,12,5,562,83,592,82,41.8369,-87.6847,41.265325,-95.947029,29.638248,-82.361195,68.1765,71.8971,68.6093,71.4041,109.6425,110.4177,109.7891,112.9069,98.2993,91.125,99.2335,90.4288,51.157,53.1829,37.1567,35.2584,73.037,69.7234,10.6112,12,45.6706,44.4255,38.8193,33.2779,73.3229,68.4039,5.9504,7.1716,33.8436,34.6498,32.1819,33.8401,57.4794,58.1839,54.4371,59.6953,0.1174,0.1361,0.1035,0.0993
137,3,14,604,85,687,68,41.8369,-87.6847,33.943487,-83.373847,36.61241,-88.323493,70.6786,72.066,70.9604,70.7761,108.4477,106.5064,114.569,104.1288,100.5115,103.1195,96.9263,104.2136,50.7961,49.476,32.2807,32.0066,74.3066,71.8861,9.4293,12.5,50.0414,50.085,31.0145,34.1818,66.6058,70.5056,9.022,7.0359,30.1747,31.0985,36.3349,31.8656,56.9087,49.2974,56.2882,57.6577,0.1259,0.1051,0.1055,0.1074
137,4,13,623,93,754,64,41.8369,-87.6847,39.730827,-90.246256,32.77525,-117.071228,70.3965,70.8861,70.701,71.2003,109.6636,103.1405,111.9148,104.1575,96.4559,98.7068,92.7977,95.2062,52.7419,50.104,36.7052,35.75,74.0139,65.6676,11.1111,9.6463,45.7053,47.4277,34.0087,33.3333,66.3158,68.0745,8.1452,7.8309,35.8178,21.7037,35.2551,30.9656,64.978,51.5012,55.092,56.1856,0.1049,0.094,0.0793,0.111
137,11,6,749,76,796,68,41.8369,-87.6847,37.71921,-89.217618,33.580309,-101.876917,70.9269,72.5477,73.0735,71.3679,107.0924,109.0757,105.457,112.4064,94.3099,97.7252,94.6616,96.9711,49.9339,48.7275,36.6057,37.6289,61.9318,68.2292,11.8257,8.8332,42.047,44.8253,35.9019,35.4839,69.8824,68.1452,6.7371,7.0764,28.4161,19.4097,28.3094,26.8916,56.0451,63.1579,47.7245,55.2392,0.1036,0.1041,0.0938,0.0822
137,3,14,675,70,664,58,32.7758,-96.7967,33.425002,-88.879658,30.180762,-93.215648,70.0123,68.6084,69.2387,66.805,104.5274,102.226,109.3856,102.3383,94.7267,92.412,91.6294,95.3549,53.1117,46.7756,34.8457,36.7033,65.285,65.3846,9.0375,13.3097,47.0242,44.3656,30.0985,33.4052,68.7813,61.9938,6.7185,7.8246,28.0407,28.1211,34.3147,29.164,60.0212,52.18,46.6042,48.855,0.1191,0.1218,0.1114,0.1118
137,2,15,721,71,622,63,32.7758,-96.7967,35.208152,-97.445692,41.872651,-87.651145,69.3604,68.5598,68.4844,68.9228,111.0435,105.7122,110.4555,106.9515,91.4413,104.3741,88.5941,103.9632,48.2265,44.7068,35.0148,40.1695,76.676,65.8409,9.6264,3.5893,44.8994,50.1669,29.9296,33.7037,68.5611,69.9104,8.1518,11.1564,29.5484,32.4532,28.9796,31.0702,51.1375,52.0356,55.4717,55.9387,0.1293,0.0805,0.0824,0.0855
137,6,11,793,70,527,57,32.7758,-96.7967,30.28473,-97.737277,42.337688,-71.171488,70.7855,70.6985,70.6207,70.708,109.8999,103.7066,113.6185,107.0112,102.7344,99.2527,99.4373,97.6867,48.2603,45.8723,36.7647,33.7043,68.6732,69.5876,9.5342,8.1839,47.3071,46.6095,36.5559,32.973,65.3955,65.8098,8.3119,9.3458,25.9542,32.8803,32.5147,30.1959,54.373,53.5581,52.13,52.4968,0.0869,0.1139,0.091,0.1047
137,7,10,853,70,613,58,32.7758,-96.7967,39.149291,-84.477648,21.292648,-157.816607,66.8298,67.0323,68.0282,66.8943,108.3514,108.4417,109.1179,110.4563,93.2482,94.6345,92.009,96.6259,49.1942,48.9529,35.6239,38.374,72.1019,68.7055,10.6557,9.1203,43.7407,44.6328,30.6839,33.2075,66.8687,66.3921,8.7362,8.2024,31.9284,34.9233,28.7307,29.9604,51.4801,66.6248,51.9256,48.011,0.0986,0.1046,0.0898,0.0772
137,6,11,539,82,728,75,40.4417,-80,37.871519,-122.260401,39.951002,-75.193618,68.9445,65.6728,68.0084,66.893,104.0471,109.5414,108.4214,106.9622,94.9897,94.2234,93.0913,95.1915,51.6746,53.0948,31.4286,39.8801,67.713,73.2348,11.9891,9.2308,46.1399,44.8718,34.3701,33.5559,66.6174,71.8808,7.0973,7.9304,32.1796,39.2122,36.8693,33.8609,58.3234,68.8344,59.6708,55.0964,0.1143,0.0979,0.0729,0.1035
137,1,16,549,90,528,52,40.4417,-80,39.131159,-84.51428,42.349581,-71.09984,68.4368,65.0025,68.7152,65.8612,112.2741,102.6611,115.7842,99.5634,86.3924,95.6198,88.0357,101.1011,50.7363,45.4167,36.2218,35.8025,70.9178,68.8172,10.2265,7.7994,40.4942,42.8041,29.5848,33.0893,68.2848,68.2443,6.2249,10.3333,27.8609,32.0883,28.4029,38.8068,48.7073,53.3422,44.8095,55.0218,0.069,0.0913,0.0657,0.1041
137,3,14,731,71,544,54,40.4417,-80,40.444502,-79.954692,41.690258,-72.770094,66.5007,67.3755,65.6775,65.6751,107.3403,105.115,110.257,98.4339,90.1442,92.1765,91.6547,96.3931,54.7988,48.8776,32.2581,35.0126,60.4527,73.6011,11.9175,8.2665,44.6142,46.6292,28.8217,30.832,69.5222,62.1505,9.4427,7.3135,34.5491,22.3285,32.4213,32.9747,63.5776,51.5971,54.902,52.4675,0.0991,0.0989,0.0792,0.1063
137,8,9,810,80,674,58,40.4417,-80,34.068892,-118.443901,34.362144,-89.539377,69.505,66.967,68.5327,66.4878,106.244,107.7291,110.6811,112.3212,102.9371,95.6265,96.7451,94.8577,50.6716,50.6764,38.986,37.8689,69.1834,73.5736,8.1152,5.1818,49.3892,48.3636,33.2947,31.6129,71.5548,67.8233,6.1194,11.5505,29.9163,38.8288,42.9283,29.7125,52.9933,57.6602,55.6858,51.8409,0.0784,0.1075,0.0805,0.1085
137,2,15,559,78,610,67,38.8981,-77.0208,41.808215,-72.249537,37.022082,-76.337649,71.8605,70.1835,70.3456,70.2842,106.1949,112.2398,108.1906,107.6656,93.6429,98.9916,91.5948,103.7417,50.4627,53.4684,39.3862,35.5,69.6315,66.8774,15.6499,8.8716,40.5836,49.6498,32.3442,30.2362,71.151,67.5325,8.575,6.703,19.4334,31.864,30.8891,33.0729,50.823,50.3893,55.7831,50.3614,0.1035,0.1131,0.091,0.0952
137,1,16,662,85,766,70,38.8981,-77.0208,38.988607,-76.939704,42.718586,-73.75153,75.2758,68.8425,75.418,67.7359,113.1674,98.693,116.2551,98.6102,94.3706,96.3688,91.5424,99.6885,51.9185,45.6127,37.4138,34.626,72.5616,74.4032,13.6106,11.3308,43.6673,42.6616,31.6597,33.6399,68.118,69.6471,7.6739,10.5144,25.8007,35.3229,31.1198,36.657,65.928,54.5135,53.1522,57.8947,0.1118,0.0778,0.0941,0.102
137,7,10,695,69,671,58,38.8981,-77.0208,35.785111,-78.674517,42.72476,-84.473639,69.9059,64.8413,68.8094,64.5618,108.3939,107.5694,109.9085,111.2209,96.7003,98.5233,93.5746,95.8615,51.4512,48.8294,35.9638,39.3013,75.5047,77.0035,5.6648,8.9337,49.5673,46.0134,31.4126,29.7533,73.6626,72.1925,9.7625,8.7793,40.4712,27.6904,29.7402,39.8266,63.2677,57.3298,54.8185,57.1637,0.1136,0.0776,0.0984,0.1109
137,8,9,849,80,778,70,38.8981,-77.0208,43.073858,-89.405356,40.721979,-73.795301,63.8016,71.8188,64.6828,70.725,103.0291,97.0139,107.4935,99.3518,100.3758,94.3765,95.4425,91.7203,47.6054,43.9074,35.7639,28.719,71.8354,66.9544,5.1925,9.7403,51.1191,46.1039,34.7826,33.1461,68.7251,72.1024,9.1954,9.1899,35.5556,24.7824,32.1385,30.2378,55.6188,46.9388,51.1258,57.3154,0.0912,0.1393,0.1002,0.0992
138,3,11,511,68,852,60,35.1107,-106.61,32.232071,-110.950769,41.311943,-105.57204,74.1462,69.6172,72.8207,70.4124,111.0077,105.3654,117.3877,106.037,104.0411,97.0568,96.9262,96.6601,50,50.6349,37.6093,30.8962,73.0769,69.6822,7.2512,10.4355,47.8576,43.1389,34.7826,36.2205,70.1258,70.8783,8.4934,8.8095,33.6275,25.1781,31.9731,29.4493,56.4706,51.8856,54.8255,53.8787,0.0835,0.096,0.0839,0.1068
138,12,4,676,83,720,67,35.1107,-106.61,38.626527,-90.336949,39.998389,-83.009001,70.7578,66.3782,70.5889,68.1862,112.716,111.3386,112.3241,115.5508,101.992,96.5748,99.0919,96.7318,49.6829,52.589,39.0887,37.5536,68.9704,67.5472,9.7222,6.8306,47.4747,49.9089,36.414,32.0624,66.8831,70.1149,7.8224,8.8997,37.0173,27.3796,25.4588,34.4478,52.2793,58.5455,54.8999,54.8431,0.1029,0.0904,0.101,0.0744
138,1,8,577,84,717,77,35.6017,-77.3725,36.00159,-78.94226,41.616717,-86.289848,77.0734,70.3693,75.1685,70.1299,116.3726,109,118.5999,113.8693,90.2544,95.8235,87.7504,97.3342,57.4329,49.037,36.2651,37.8641,68.9845,71.194,7.2251,10.9142,46.2916,42.6648,30.2703,33.6538,68.8693,67.5325,7.4692,8.6667,37.5736,31.4024,26.1916,30.6634,57.1821,67.0759,49.5516,56.5271,0.1297,0.1099,0.0919,0.1016
138,10,2,639,71,504,58,35.6017,-77.3725,41.146856,-81.342253,33.2144,-87.545766,65.4145,69.8636,66.1658,69.9001,115.7547,108.4361,113.6686,111.4954,96.7084,95.2313,96.201,93.877,50.7947,50.6579,36.5812,30.8677,73.1034,73.5782,5.4849,8.0468,46.1844,45.2085,32.4717,31.7841,68.9051,68.2422,5.5978,7.1637,28.7894,33.945,32.9782,32.7925,48.4721,50.5495,50.6394,46.988,0.0974,0.1053,0.0717,0.0881
138,5,13,625,76,816,67,38.5556,-121.4689,39.166383,-86.526904,34.225223,-77.875527,65.7442,64.2049,66.5739,64.534,105.3974,104.1599,109.6136,104.5005,94.4987,93.3916,89.9224,93.829,48.3696,46.4905,40,37.3311,69.4561,68.855,12.5086,9.0513,42.8866,45.3438,35.5839,32.0883,66.4013,67.2468,10.0155,8.6705,33.0213,32.8342,27.359,33.8895,58.4949,57.7806,48.2295,54.7887,0.1045,0.128,0.1075,0.0931
138,2,7,725,92,839,87,38.5556,-121.4689,44.044515,-123.07398,36.135301,-80.279004,73.3053,73.2075,72.3868,71.5241,116.3415,110.6312,116.6486,115.7479,96.8665,103.9414,95.8647,100.3366,52.352,52.8839,42.2096,36.6412,77.0784,73.8192,7.0243,9.9499,46.4879,49.32,34.3013,34.4307,67.9767,68.7764,6.6009,6.5323,34.8814,31.2798,26.0274,34.2897,57.085,55.2448,45.2563,53.2979,0.099,0.0879,0.0927,0.1039
138,1,8,636,86,783,63,38.6272,-90.1978,38.957351,-95.24587,37.431746,-122.182212,79.0371,71.4355,79.1217,71.2398,114.5438,112.5213,115.0406,113.9578,94.4261,99.801,90.5399,96.3122,52.5627,50.6173,41.0959,34.0461,71.9128,69.9877,12.2449,10.1961,41.8677,45.098,36.4754,35.0746,68.1621,69.4486,9.1058,6.5844,21.791,33.3516,31.1622,29.5969,61.3288,58.3942,52.5424,51.114,0.1159,0.0701,0.1094,0.0986
138,4,12,640,87,802,82,38.6272,-90.1978,38.028081,-84.510698,36.151887,-95.945175,70.2659,71.3555,69.3445,71.285,105.2773,112.0819,109.8256,111.68,94.9881,96.5354,91.1143,98.0707,50.9105,51.0526,31.5089,40.2262,67.6948,75.389,12.3344,11.2177,45.1159,46.3469,33.6538,34.8276,67.9117,68.0251,7.8385,9.0226,34.8633,31.7599,34.0611,29.9742,51.1682,60.5603,52.8477,51.9277,0.1055,0.1094,0.0987,0.0945
139,4,12,623,72,562,60,41.8369,-87.6847,39.730827,-90.246256,41.265325,-95.947029,70.3965,68.1765,70.701,68.6093,109.6636,109.6425,111.9148,109.7891,96.4559,98.2993,92.7977,99.2335,52.7419,51.157,36.7052,37.1567,74.0139,73.037,11.1111,10.6112,45.7053,45.6706,34.0087,38.8193,66.3158,73.3229,8.1452,5.9504,35.8178,33.8436,35.2551,32.1819,64.978,57.4794,55.092,54.4371,0.1049,0.1174,0.0793,0.1035
139,11,3,749,77,604,75,41.8369,-87.6847,37.71921,-89.217618,33.943487,-83.373847,70.9269,70.6786,73.0735,70.9604,107.0924,108.4477,105.457,114.569,94.3099,100.5115,94.6616,96.9263,49.9339,50.7961,36.6057,32.2807,61.9318,74.3066,11.8257,9.4293,42.047,50.0414,35.9019,31.0145,69.8824,66.6058,6.7371,9.022,28.4161,30.1747,28.3094,36.3349,56.0451,56.9087,47.7245,56.2882,0.1036,0.1259,0.0938,0.1055
139,2,7,721,78,853,65,32.7758,-96.7967,35.208152,-97.445692,39.149291,-84.477648,69.3604,66.8298,68.4844,68.0282,111.0435,108.3514,110.4555,109.1179,91.4413,93.2482,88.5941,92.009,48.2265,49.1942,35.0148,35.6239,76.676,72.1019,9.6264,10.6557,44.8994,43.7407,29.9296,30.6839,68.5611,66.8687,8.1518,8.7362,29.5484,31.9284,28.9796,28.7307,51.1375,51.4801,55.4717,51.9256,0.1293,0.0986,0.0824,0.0898
139,6,3,793,68,675,64,32.7758,-96.7967,30.28473,-97.737277,33.425002,-88.879658,70.7855,70.0123,70.6207,69.2387,109.8999,104.5274,113.6185,109.3856,102.7344,94.7267,99.4373,91.6294,48.2603,53.1117,36.7647,34.8457,68.6732,65.285,9.5342,9.0375,47.3071,47.0242,36.5559,30.0985,65.3955,68.7813,8.3119,6.7185,25.9542,28.0407,32.5147,34.3147,54.373,60.0212,52.13,46.6042,0.0869,0.1191,0.091,0.1114
139,3,6,731,63,539,50,40.4417,-80,40.444502,-79.954692,37.871519,-122.260401,66.5007,68.9445,65.6775,68.0084,107.3403,104.0471,110.257,108.4214,90.1442,94.9897,91.6547,93.0913,54.7988,51.6746,32.2581,31.4286,60.4527,67.713,11.9175,11.9891,44.6142,46.1399,28.8217,34.3701,69.5222,66.6174,9.4427,7.0973,34.5491,32.1796,32.4213,36.8693,63.5776,58.3234,54.902,59.6708,0.0991,0.1143,0.0792,0.0729
139,8,1,810,105,549,101,40.4417,-80,34.068892,-118.443901,39.131159,-84.51428,69.505,68.4368,68.5327,68.7152,106.244,112.2741,110.6811,115.7842,102.9371,86.3924,96.7451,88.0357,50.6716,50.7363,38.986,36.2218,69.1834,70.9178,8.1152,10.2265,49.3892,40.4942,33.2947,29.5848,71.5548,68.2848,6.1194,6.2249,29.9163,27.8609,42.9283,28.4029,52.9933,48.7073,55.6858,44.8095,0.0784,0.069,0.0805,0.0657
139,2,7,559,77,695,74,38.8981,-77.0208,41.808215,-72.249537,35.785111,-78.674517,71.8605,69.9059,70.3456,68.8094,106.1949,108.3939,108.1906,109.9085,93.6429,96.7003,91.5948,93.5746,50.4627,51.4512,39.3862,35.9638,69.6315,75.5047,15.6499,5.6648,40.5836,49.5673,32.3442,31.4126,71.151,73.6626,8.575,9.7625,19.4334,40.4712,30.8891,29.7402,50.823,63.2677,55.7831,54.8185,0.1035,0.1136,0.091,0.0984
139,1,8,662,87,849,57,38.8981,-77.0208,38.988607,-76.939704,43.073858,-89.405356,75.2758,63.8016,75.418,64.6828,113.1674,103.0291,116.2551,107.4935,94.3706,100.3758,91.5424,95.4425,51.9185,47.6054,37.4138,35.7639,72.5616,71.8354,13.6106,5.1925,43.6673,51.1191,31.6597,34.7826,68.118,68.7251,7.6739,9.1954,25.8007,35.5556,31.1198,32.1385,65.928,55.6188,53.1522,51.1258,0.1118,0.0912,0.0941,0.1002
143,5,1,625,74,577,73,38.0297,-84.4947,39.166383,-86.526904,36.00159,-78.94226,65.7442,77.0734,66.5739,75.1685,105.3974,116.3726,109.6136,118.5999,94.4987,90.2544,89.9224,87.7504,48.3696,57.4329,40,36.2651,69.4561,68.9845,12.5086,7.2251,42.8866,46.2916,35.5839,30.2703,66.4013,68.8693,10.0155,7.4692,33.0213,37.5736,27.359,26.1916,58.4949,57.1821,48.2295,49.5516,0.1045,0.1297,0.1075,0.0919
143,10,3,639,78,731,73,38.0297,-84.4947,41.146856,-81.342253,40.444502,-79.954692,65.4145,66.5007,66.1658,65.6775,115.7547,107.3403,113.6686,110.257,96.7084,90.1442,96.201,91.6547,50.7947,54.7988,36.5812,32.2581,73.1034,60.4527,5.4849,11.9175,46.1844,44.6142,32.4717,28.8217,68.9051,69.5222,5.5978,9.4427,28.7894,34.5491,32.9782,32.4213,48.4721,63.5776,50.6394,54.902,0.0974,0.0991,0.0717,0.0792
143,12,8,676,82,810,73,37.3333,-121.9,38.626527,-90.336949,34.068892,-118.443901,70.7578,69.505,70.5889,68.5327,112.716,106.244,112.3241,110.6811,101.992,102.9371,99.0919,96.7451,49.6829,50.6716,39.0887,38.986,68.9704,69.1834,9.7222,8.1152,47.4747,49.3892,36.414,33.2947,66.8831,71.5548,7.8224,6.1194,37.0173,29.9163,25.4588,42.9283,52.2793,52.9933,54.8999,55.6858,0.1029,0.0784,0.101,0.0805
143,2,3,721,88,511,67,37.3333,-121.9,35.208152,-97.445692,32.232071,-110.950769,69.3604,74.1462,68.4844,72.8207,111.0435,111.0077,110.4555,117.3877,91.4413,104.0411,88.5941,96.9262,48.2265,50,35.0148,37.6093,76.676,73.0769,9.6264,7.2512,44.8994,47.8576,29.9296,34.7826,68.5611,70.1258,8.1518,8.4934,29.5484,33.6275,28.9796,31.9731,51.1375,56.4706,55.4717,54.8255,0.1293,0.0835,0.0824,0.0839
144,1,4,636,73,623,69,43.0667,-89.4,38.957351,-95.24587,39.730827,-90.246256,79.0371,70.3965,79.1217,70.701,114.5438,109.6636,115.0406,111.9148,94.4261,96.4559,90.5399,92.7977,52.5627,52.7419,41.0959,36.7052,71.9128,74.0139,12.2449,11.1111,41.8677,45.7053,36.4754,34.0087,68.1621,66.3158,9.1058,8.1452,21.791,35.8178,31.1622,35.2551,61.3288,64.978,52.5424,55.092,0.1159,0.1049,0.1094,0.0793
